537,
-141.4224,-72.1296
-145.0224,-72.1296
-148.6224,-72.1296
-152.2224,-72.1296
-155.8296,-72.1296
-159.4296,-72.1296
-163.0296,-72.1296
-166.6296,-72.1296
-170.2368,-72.1296
-173.8368,-72.1296
-177.4368,-72.1296
-181.0368,-72.1296
-184.6368,-72.1296
-188.244,-72.1296
-191.844,-72.1296
-195.444,-72.1296
-199.044,-72.1296
-202.6512,-72.1296
-206.2512,-72.1296
-209.8512,-72.1296
-213.4512,-72.1296
-217.0512,-71.9928
-220.6584,-71.9064
-224.2584,-71.3736
-227.8584,-70.6824
-231.4584,-69.5736
-235.0656,-68.1552
-238.6656,-66.2688
-242.2656,-63.864
-245.8656,-60.9336
-249.2712,-57.4344
-252.2736,-53.7696
-254.8728,-49.9752
-257.0688,-46.1448
-258.876,-42.6456
-260.4744,-39.0456
-262.2744,-34.8336
-263.6784,-31.1544
-264.8736,-27.0576
-266.0328,-22.8816
-266.9184,-18.4824
-268.0344,-13.7232
-268.8768,-9
-269.5752,-4.3704
-270.18,-0.8208
-270.4752,3.024
-271.1808,6.9768
-271.5768,10.9728
-271.98,14.8176
-271.8792,18.9504
-271.8792,22.5504
-271.8792,26.1432
-271.6416,30.888
-271.2816,35.1072
-270.5184,39.4416
-269.64,43.884
-268.4808,47.8008
-267.2784,52.2432
-265.6728,56.196
-263.8728,59.9904
-261.8712,63.7128
-259.6752,67.2552
-257.0688,70.812
-254.0736,74.3832
-250.668,77.868
-247.068,81.18
-243.468,83.9808
-239.868,86.5296
-236.2608,88.7976
-232.6608,90.7704
-229.0608,92.664
-225.4608,94.3272
-221.8536,95.8176
-218.2536,97.2144
-214.6536,98.4384
-211.0536,99.5688
-207.4464,100.6128
-203.8464,101.4984
-200.2464,102.3696
-196.6464,103.1184
-193.0464,103.8096
-189.4392,104.4576
-185.8392,105.012
-182.2392,105.4728
-178.6392,105.9192
-175.032,106.344
-171.432,106.6536
-167.832,106.8984
-164.232,107.1648
-160.632,107.388
-157.0248,107.5608
-153.4248,107.5608
-149.8248,107.5608
-146.2248,107.676
-142.6176,107.7624
-139.0176,107.7624
-135.4176,107.7624
-131.8176,107.7624
-128.2176,107.7624
-124.6104,107.7624
-121.0104,107.7624
-117.4104,107.7624
-113.8104,107.7624
-110.2032,107.7624
-106.6032,107.7624
-103.0032,107.7624
-99.4032,107.7624
-95.8032,107.7624
-92.196,107.7624
-88.596,107.7624
-84.996,107.7624
-81.396,107.7624
-77.7888,107.7624
-74.1888,107.7624
-70.5888,107.7624
-66.9888,107.7624
-63.3888,107.7624
-59.7816,107.7624
-56.1816,107.7624
-52.5816,107.7624
-48.9816,107.7624
-45.3744,107.7624
-41.7744,107.7624
-38.1744,107.7624
-34.5744,107.7624
-30.9744,107.7624
-27.3672,107.7624
-23.7672,107.7624
-20.1672,107.7624
-16.5672,107.7624
-12.96,107.7624
-9.36,107.7624
-5.76,107.7624
-2.16,107.7624
1.4472,107.7624
5.0472,107.7624
8.6472,107.7624
12.2472,107.7624
15.8472,107.7624
19.4544,107.7624
23.0544,107.7624
26.6544,107.7624
30.2544,107.7624
33.8616,107.7624
37.4616,107.7624
41.0616,107.7624
44.6616,107.7624
48.2616,107.7624
51.8688,107.7624
55.4688,107.7624
59.0688,107.7624
62.6688,107.7624
66.276,107.7624
69.876,107.7624
73.476,107.7624
77.076,107.7624
80.676,107.7624
84.2832,107.7624
87.8832,107.7624
91.4832,107.6328
95.0832,107.5608
98.6904,107.5392
102.2904,107.1864
105.8904,106.8984
109.4904,106.452
113.0904,105.876
116.6976,105.3
